"Date","Boat.name","Gear.Type","Fishing.Location","No..of.Days.fishing","No..of.Hauls","Average.Haul.Time..Hours.","Depth..wav.","Fishing.Trip.Start","Fishing.Trip.End","Snakes.caught","Number","Remarks"
"16-03-2018","3a493285","GillNet","Wayari",1,1,0.5,3,"03:00","07:00",,,
"16-03-2018","3a493285","GillNet","Wayari",1,1,0.5,3,"03:00","07:00",,,
"16-03-2018","fc6ac6c6","Rampan","Malvan",1,1,4,2,"02:00","06:30",,,
"17-03-2018","2b088ddc","GillNet","Wayari",1,1,1,5,"03:00","06:30",,,
"17-03-2018","2b088ddc","GillNet","Wayari",1,1,1,5,"03:00","06:30",,,
"17-03-2018","NA","GillNet","Wayari",1,1,0.5,5,"02:00","07:30",,,
"17-03-2018","6d2d1679","GillNet","Wayari",1,1,0.5,5,"02:00","07:30",,,
"22-03-2018","aea15348","GillNet","Wayari",1,1,0.75,7,"18:00","21:15",,,
"22-03-2018","1900c151","GillNet","Wayari",1,1,0.333333333,2,"03:00","07:00",,,
"23-03-2018","0447966d","GillNet","Wayari",1,1,2,15,"16:00","20:00",,,
"23-03-2018","0447966d","GillNet","Wayari",1,1,2,15,"16:00","20:00",,,
"23-03-2018","0447966d","GillNet","Wayari",1,1,2,15,"16:00","20:00",,,
"23-03-2018","7897f5c4","Rampan","Malvan",1,1,12,2,"18:00","06:00",,,
"23-03-2018","fc6ac6c6","Rampan","Malvan",1,1,3.5,3,"03:00","06:30",,,
"23-03-2018","fc6ac6c6","Rampan","Malvan",1,1,3.5,3,"03:00","06:30",,,
"23-03-2018","9133cfcf","GillNet","Wayari",1,1,"NA",8,"05:30","08:00",,,
"25-03-2018","7c7bdae4","GillNet",,1,1,3,5,"03:30","06:00",,,
"25-03-2018","7c7bdae4","GillNet",,1,1,3,5,"03:30","06:00",,,
"25-03-2018","fc6ac6c6","Rampan",,1,1,3,2,"03:00","05:45",,,
"25-03-2018","fc6ac6c6","Rampan",,1,1,3,2,"03:00","05:45",,,
"25-03-2018","1900c151","GillNet",,1,1,0.083333333,5,"04:00","08:00",,,
"25-03-2018","0e4eb309","GillNet",,1,1,0.5,5,"05:00","08:30",,,
"25-03-2018","0e4eb309","GillNet",,1,1,0.5,5,"05:00","08:30",,,
"25-03-2018","0e4eb309","GillNet",,1,1,0.5,5,"05:00","08:30",,,
"27-03-2018","NA","GillNet",,1,1,"NA","NA",,,,,
"27-03-2018","NA","Rampan",,1,1,"NA","NA",,,,,
"28-03-2018","cf971186","GillNet","Wayari",1,1,1,8,"02:30","07:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","eb657d2f","Trawler","Malvan","NA",2,2.5,20,"06:00","15:00",,,
"29-03-2018","73ee2648","GillNet","Wayari",1,1,1,4.5,"04:00","08:00",,,
"30-03-2018","NA","GillNet",,1,1,1,8,"01:00","07:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","eb657d2f","Trawler","Aachara","NA",2,3,10,"06:00","13:00",,,
"31-03-2018","NA","GillNet","Wayari",1,1,1,3,"04:00","08:00",,,
"02-04-2018","603fde4f","GillNet","Wayari",1,1,1,7.5,"04:00","07:00",,,
"02-04-2018","80817e24","GillNet","Aachara",1,1,1,12,"16:00","23:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"03-04-2018","eb657d2f","Trawler","Malvan","NA",3,3,10,"17:00","07:00",,,
"04-04-2018","e8ca6379","Trawler",,"NA","NA","NA","NA",,,,,"Police check at devgad"
"04-04-2018","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,"Police check at devgad"
"04-04-2018","98b01671","Trawler",,"NA","NA","NA","NA",,,,,"Police check at devgad"
"04-04-2018","36fdfc51","GillNet","Wayari",1,1,0.25,5,"04:00","05:30",,,
"04-04-2018","fc6ac6c6","Rampan","Malvan",1,1,3,2,"03:00","06:00",,,
"05-04-2018","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,"Police check at Devgad"
"05-04-2018","e8ca6379","Trawler",,"NA","NA","NA","NA",,,,,"Bad report/less fish catch"
"05-04-2018","fc6ac6c6","Rampan","Malvan",1,1,4.5,3,"02:00","06:30",,,
"07-04-2018","dd660e95","GillNet","Talashil",1,1,1,8,"02:30","05:00",,,
"07-04-2018","93584da9","GillNet","Talashil",1,1,0.75,5,"03:00","07:00",,,
"07-04-2018","93584da9","GillNet","Talashil",1,1,0.75,5,"03:00","07:00",,,
"07-04-2018","93584da9","GillNet","Talashil",1,1,0.75,5,"03:00","07:00",,,
"10-04-2018","fc6ac6c6","GillNet","Devbag",1,1,"NA",2,"03:00","06:00",,,
"10-04-2018","d193a291","GillNet","Devbag",1,1,1,3,"03:00","07:00",,,
"11-04-2018","7d50df84","GillNet","Devbag",1,1,1,5,"18:00","21:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"12-04-2018","eb657d2f","Trawler","Aachara","NA",1,2.75,9,"06:00","13:00",,,
"20-04-2018","66d60272","GillNet","Wayari",1,1,1,3,"04:30","07:00",,,
"20-04-2018","66d60272","GillNet","Wayari",1,1,1,3,"04:30","07:00",,,
"28-04-2018","89d97874","GillNet","Wayari",1,1,0.25,10,"01:00","06:00",,,
"01-05-2018","c5fb3ce4","GillNet","Devbag",1,1,0.5,8,"02:00","07:00",,,
"01-05-2018","3fc45f6a","GillNet","Malvan - South",1,1,2,7,"06:30","08:30",,,
"01-05-2018","35e689d4","GillNet","Talashil",1,1,1,8.5,"03:00","08:00",,,
"02-05-2018","a330e65d","GillNet","Aachara",1,1,2,6,"01:00","06:00",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","71c1dc21","GillNet","Wayari",1,1,2,12,"01:30","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"02-05-2018","c75c7e31","GillNet","Sindhudurg Fort Island",1,1,3,3,"03:00","07:45",,,
"04-05-2018","a330e65d","GillNet","Aachara",1,1,2,5,"00:00","07:15",,,
"04-05-2018","be251ea6","GillNet","Kavada Rock",1,1,1,8,"02:30","06:30",,,
"04-05-2018","2f44f60e","GillNet","Talashil",1,1,2,10,"00:00","07:00",,,
"05-05-2018","a330e65d","GillNet","Aachara",1,1,1,6,"01:00","05:00",,,
"06-05-2018","7897f5c4","Rampan","Malvan",1,1,4,5.5,"02:00","06:00",,,
"08-05-2018","933b26e2","GillNet","Sindhudurg Fort Island",1,1,"NA",2,"04:00","06:00",,,
"08-05-2018","7897f5c4","Rampan","Malvan",1,1,4,4,"02:00","07:00",,,
"08-05-2018","7897f5c4","Rampan","Malvan",1,1,4,4,"02:00","07:00",,,
"09-05-2018","933b26e2","GillNet","Wayari",1,1,2,5.5,"01:00","07:00",,,
"09-05-2018","7897f5c4","Rampan","Wairy",1,1,0.5,2.5,"04:00","06:00",,,
"09-05-2018","c75c7e31","GillNet","Aachara",1,1,0.5,8,"01:00","06:00",,,
"11-05-2018","c75c7e31","GillNet","Aachara",1,1,1,10,"01:00","07:00",,,
"11-05-2018","6ac90d55","GillNet","Aachara",1,1,0.5,10,"02:00","07:45",,,
"13-05-2018","3fc45f6a","GillNet","Malvan - South",1,1,2,7,"04:00","07:30",,,
"08-10-2018","a5f43c13","GillNet",,1,1,"NA","NA"," ",,,,
"18-10-2018","7897f5c4","Rampan","Malvan",1,1,4,2.5,"03:00","07:00",,,
"19-10-2018","106caced","GillNet","Wayari",1,1,2,10,"02:00","07:00",,,
"20-10-2018","eed3807f","GillNet","Wayari",1,1,0.5,10,"03:00","07:00",,,
"20-10-2018","eed3807f","GillNet","Wayari",1,1,0.5,10,"03:00","07:00",,,
"20-10-2018","fa0489a6","GillNet","Wayari",1,1,0.5,6,"04:00","07:00",,,
"20-10-2018","b2e97d5e","GillNet","Wayari",1,1,0.75,9,"02:30","07:30",,,
"23-10-2018","1900c151","GillNet","Wayari",1,1,0.75,10,"05:00","06:45",,,
"26-10-2018","ccb5cd11","GillNet","Wayari",1,1,1,10,"01:00","06:30",,,
"28-10-2018","1a5cfa6c","GillNet","Wayari",1,1,2,2.5,"04:00","06:30",,,
"28-10-2018","388fa916","GillNet","Wayari",1,1,3,10,"02:00","06:00",,,
"28-10-2018","dd660e95","GillNet","Tarkarli",1,1,0.5,8,"04:00","07:00",,,
"29-10-2018","6ac90d55","GillNet","Kavada Rock",1,1,1,8.5,"16:30","21:30",,,
"29-10-2018","6d2d1679","GillNet","Kavada Rock",1,1,0.5,8,"17:00","20:30",,,
"30-10-2018","dd660e95","Rampan","Malvan",1,1,2,4.5,"04:00","06:30",,,
"30-10-2018","a08a9a75","GillNet","Wayari",1,1,2,8.5,"03:00","06:15",,,
"31-10-2018","b078b4b1","GillNet",,1,1,"NA","NA",,,,,
"31-10-2018","24523fc1","GillNet","Wayari",1,1,0.5,9.5,"03:00","06:00",,,
"01-11-2018","dd660e95","Rampan","Malvan",1,1,2.5,3.5,"04:00","05:30",,,
"01-11-2018","a08a9a75","GillNet","Wayari",1,1,0.5,10,"03:00","06:30",,,
"03-11-2018","93584da9","GillNet","Wayari",1,1,0.5,8,"04:00","06:30",,,
"04-11-2018","dd660e95","Rampan","Malvan",1,1,2,4.5,"03:30","05:45",,,
"04-11-2018","21e4068b","GillNet","Sindhudurg Fort Island",1,1,1,6.5,"04:30","07:30",,,
"04-11-2018","1900c151","GillNet","Wayari",1,1,0.5,8,"03:30","07:00",,,
"06-11-2018","81131376","GillNet","Wayari",1,1,1,7,"03:00","06:00",,,
"07-11-2018","893f6282","GillNet","Vayangani",1,1,1.5,3,"05:00","07:00",,,
"09-11-2018","893f6282","GillNet","Vayangani",1,1,0.25,2.5,"18:00","07:00",,,
"10-11-2018","a330e65d","GillNet","Wayari",1,1,1,11,"03:00","07:00",,,
"11-11-2018","dd660e95","Rampan","Malvan",1,1,1.5,4,"03:00","06:30",,,
"11-11-2018","3a493285","GillNet",,1,1,"NA","NA",,,,,
"12-11-2018","dd660e95","GillNet","Wayari",1,1,1,7,"04:00","06:00",,,
"12-11-2018","3a493285","GillNet","Wayari",1,1,3.5,8,"02:30","06:00",,,
"13-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4.5,5,"02:00","06:30",,,
"14-11-2018","fc6ac6c6","Rampan","Malvan",1,1,2,5,"04:00","06:30",,,
"14-11-2018","fc6ac6c6","Rampan","Malvan",1,1,2,5,"04:00","06:30",,,
"14-11-2018","fc6ac6c6","Rampan","Malvan",1,1,2,5,"04:00","06:30",,,
"14-11-2018","fc6ac6c6","Rampan","Malvan",1,1,2,5,"04:00","06:30",,,
"14-11-2018","NA","GillNet","Wayari",1,1,"NA","NA",,,,,
"14-11-2018","fc6ac6c6","Rampan","Malvan",1,1,2,5,"04:00","06:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"14-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"15-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"15-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"15-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"15-11-2018","c35887a3","Trawler","Malvan",2,2,3,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"16-11-2018","c35887a3","Trawler","Juva Pankhol",1,3,2.5,12,"05:30","16:30",,,
"17-11-2018","ec3f1e90","GillNet","Wayari",1,1,2,6,"03:00","06:00",,,
"19-11-2018","af60e1bb","Rampan","Wayari",1,1,13,3,,,"Yes","1",
"23-11-2018","fc6ac6c6","Rampan","Malvan",1,1,3,5,"03:00","06:00",,,
"24-11-2018","c35887a3","Trawler","Akeri",1,4,2.5,12,"05:30","16:30",,,
"24-11-2018","c35887a3","Trawler","Akeri",1,4,2.5,12,"05:30","16:30",,,
"24-11-2018","c35887a3","Trawler","Akeri",1,4,2.5,12,"05:30","16:30",,,
"25-11-2018","dcc0c06a","GillNet","Sindhudurg Fort Island",1,1,"NA",10,"04:00","07:00",,,
"25-11-2018","91fb1645","GillNet","Wayari",1,1,"NA","NA",,,,,
"26-11-2018","e8161617","Rampan","Malvan",1,1,3,3,"21:30","06:30",,,
"26-11-2018","e8161617","Rampan","Malvan",1,1,3,3,"21:30","06:30",,,
"26-11-2018","e8161617","Rampan","Malvan",1,1,3,3,"21:30","06:30",,,
"26-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4,3,"02:30","08:30",,,
"26-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4,3,"02:30","08:30",,,
"26-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4,3,"02:30","08:30",,,
"26-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4,3,"02:30","08:30",,,
"27-11-2018","c8f67792","Trawler","Juva Pankhol",1,3,2.75,7.5,,,"Yes","3","2HC, 1HS"
"27-11-2018","7434cc4d","GillNet","Wayari",1,1,1,12,"05:30","10:00",,,
"27-11-2018","91fb1645","GillNet","Tarkarli",1,1,1,5,"03:00","07:00",,,
"27-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4,4,"21:30","02:30",,,
"28-11-2018","9133cfcf","GillNet","Wayari",1,1,1.5,8,"04:00","06:30",,,
"29-11-2018","fc6ac6c6","Rampan","Malvan",1,1,4,4,"02:30","06:30",,,
"29-11-2018","7434cc4d","GillNet","Wayari",1,1,1,6,"05:30","09:00",,,
"29-11-2018","9133cfcf","GillNet","Wayari",1,1,0.5,4,"04:00","07:30",,,
"29-11-2018","9133cfcf","GillNet","Wayari",1,1,0.5,6,"17:30","20:30",,,
"30-11-2018","92dd25c5","GillNet","Wayari",1,1,1,12,"02:00","09:00",,,
"30-11-2018","92dd25c5","GillNet","Wayari",1,1,1,12,"02:00","09:00",,,
"30-11-2018","1900c151","GillNet","Wayari",1,1,0.5,8,"02:00","09:00",,,
"01-12-2018","893f6282","GillNet","Vayangani",1,1,1,7,"04:30","07:30",,,
"01-12-2018","9c03b302","GillNet","Wayari",1,1,0.75,8,"05:30","08:00",,,
"01-12-2018","9c03b302","GillNet","Wayari",1,1,0.75,8,"05:30","08:00",,,
"01-12-2018","4e43e23a","Trawler","Aachara","NA",1,2.5,12,"06:00","14:00",,,
"01-12-2018","4e43e23a","Trawler","Aachara","NA",1,2.5,12,"06:00","14:00",,,
"02-12-2018","893f6282","GillNet","Vayangani",1,1,1,3,"03:00","07:00",,,
"04-12-2018","b6363fc8","GillNet","Wayari",1,1,0.75,10,"02:30","07:00",,,
"05-12-2018","1900c151","GillNet","Wayari",1,1,0.5,10,"02:00","06:00",,,
"08-12-2018","1ee67f29","GillNet","Aachara",1,1,0.5,9,"04:30","09:30",,,
"10-12-2018","fc6ac6c6","Rampan","Malvan",1,1,3.45,5,"02:00","05:45",,,
"10-12-2018","dd660e95","GillNet","Wayari",1,1,1,7,"02:00","06:30",,,
"10-12-2018","e6b98cee","Trawler","Vengurla",4,4,3,15,"06:00:00","17:30:00","Yes","5","Curtus"
"10-12-2018","4e43e23a","Trawler","Aachara",1,2,2,12,"06:00:00","17:30:00","Yes","2","Curtus"
"11-12-2018","9c2699ae","GillNet","Tarkarli",1,1,0.5,5,"03:00","07:00",,,
"11-12-2018","66d60272","GillNet","Kavada Rock",1,1,0.5,4,"02:00","06:30",,,
"11-12-2018","66d60272","GillNet","Kavada Rock",1,1,0.5,4,"02:00","06:30",,,
"11-12-2018","66d60272","GillNet","Kavada Rock",1,1,0.5,4,"02:00","06:30",,,
"11-12-2018","66d60272","GillNet","Kavada Rock",1,1,0.5,4,"02:00","06:30",,,
"11-12-2018","66d60272","GillNet","Kavada Rock",1,1,0.5,4,"02:00","06:30",,,
"11-12-2018","66d60272","GillNet","Kavada Rock",1,1,0.5,4,"02:00","06:30",,,
"11-12-2018","4a30ffdc","GillNet",,1,1,0.5,3,"03:00","07:00",,,
"11-12-2018","7d50df84","GillNet","Wayari",1,1,0.5,8,"04:00","06:45",,,
"11-12-2018","3a493285","GillNet","Wayari",1,1,1.5,10,"02:00","07:00",,,
"11-12-2018","603fde4f","GillNet","Tarkarli",1,1,1,5,"04:00","07:00",,,
"12-12-2018","1ee67f29","GillNet","Wayari",1,1,1.5,16,"03:00","08:45",,,
"13-12-2018","c35887a3","Trawler","Juva Pankhol","NA",1,3,10,"06:00","05:00",,,
"13-12-2018","c35887a3","Trawler","Juva Pankhol","NA",1,3,10,"06:00","05:00",,,
"13-12-2018","c35887a3","Trawler","Juva Pankhol","NA",1,3,10,"06:00","05:00",,,
"13-12-2018","c35887a3","Trawler","Juva Pankhol","NA",1,3,10,"06:00","05:00",,,
"13-12-2018","c35887a3","Trawler","Juva Pankhol","NA",1,3,10,"06:00","05:00",,,
"14-12-2018","77dae807","GillNet","Kavada Rock",1,1,1.5,9,"03:00","07:30",,,
"14-12-2018","c9369c61","GillNet","Kavada Rock",1,1,1,9,"04:00","07:30",,,
"15-12-2018","fc77093b","GillNet","Devbag",1,1,3,12.5,"16:00","21:30",,,
"17-12-2018","3a493285","GillNet","Wayari",1,1,2,8,"02:00","05:00",,,
"17-12-2018","fc6ac6c6","Rampan","Malvan",1,1,12,5,"18:00","06:30",,,
"17-12-2018","ba6de2fd","GillNet","Devbag",1,1,2,3,"03:00","06:00",,,
"20-12-2018","15a0b187","GillNet","Devbag",1,1,1,5,"04:00","08:00",,,
"24-12-2018","c75c7e31","GillNet","Juva Pankhol",1,1,1,16,"01:00","06:00",,,
"24-12-2018","a08a9a75","GillNet","Wayari",1,1,1,17,"01:30","06:30",,,
"24-12-2018","a08a9a75","GillNet","Wayari",1,1,1,17,"01:30","06:30",,,
"24-12-2018","a08a9a75","GillNet","Wayari",1,1,1,17,"01:30","06:30",,,
"24-12-2018","NA","GillNet",,1,1,"NA","NA",,,,,
"24-12-2018","e693dc6f","GillNet","Wayari",1,1,2.5,14,"13:00","19:00",,,
"24-12-2018","c37f1837","GillNet","Wayari",1,1,1,18,"02:00","06:30",,,
"24-12-2018","c37f1837","GillNet","Wayari",1,1,1,18,"02:00","06:30",,,
"24-12-2018","c37f1837","GillNet","Wayari",1,1,1,18,"02:00","06:30",,,
"24-12-2018","66d60272","GillNet","Tarkarli",1,1,1,3,"02:00","07:30",,,
"24-12-2018","NA","GillNet",,1,1,"NA","NA",,,,,
"24-12-2018","NA","GillNet",,1,1,"NA","NA",,,,,
"24-12-2018","d193a291","GillNet","Wayari",1,1,3,16,"02:00","07:00",,,
"24-12-2018","ba6de2fd","GillNet","Aachara",1,1,1,17,"02:00","06:00",,,
"24-12-2018","6d2d1679","GillNet","Talashil",1,1,1,15,"01:00","07:00",,,
"25-12-2018","fc6ac6c6","GillNet","Wayari",1,1,3,5,"18:00","05:30",,,
"25-12-2018","20f36a64","GillNet","Aachara",1,1,1,16,"01:00","06:00",,,
"25-12-2018","77dae807","GillNet","Wayari",1,1,1,15,"13:00","18:00",,,
"25-12-2018","6d2d1679","GillNet","Wayari",1,1,1,14,"13:30","19:00",,,
"25-12-2018","ba6de2fd","GillNet","Wayari",1,1,1,15,"14:00","19:30",,,
"25-12-2018","d193a291","GillNet","Wayari",1,1,1,16,"13:00","18:00",,,
"25-12-2018","d193a291","GillNet","Wayari",1,1,1,16,"13:00","18:00",,,
