"","Date","Boat.Name.Owner","Species","Fishing.Location","Depth.Caught..m.","lon","lat","CPUE","n"
"282","09-05-2018","Lakshmi","HS","Aachara",14.96,73.4020833333333,16.190837,2,1
"283","09-05-2018","Wairy Ubhatwadi Beach Rampan Sangh","HS","Wairy Ubhatwadi Beach",4.675,73.4354166666667,16.0288717,2,1
"284","09-05-2019","Vaisharani","HS","Malvan",11.22,73.44375,16.0630693,0.0666666666666667,1
"285","09-11-2018","Suhas Toraskar","HS","Vayangani",4.675,73.4354166666667,16.1759964,4,1
"286","10-02-2019","Mesth Rampan Sangh","HS","Malvan",7.48,73.4520833333333,16.0630693,0.166666666666667,1
"287","10-03-2018","Prathamesh","HS","Malvan",11.22,73.44375,16.0630693,1.33333333333333,1
"288","10-03-2018","Santosh","HS","Aachara",20.57,73.38125,16.190837,1,1
"289","10-03-2018","Shree Mahalaxmi Prasad","HS","Malvan",10.285,73.4479166666667,16.0630693,1,1
"290","10-03-2019","Devta","HS","Malvan",11.22,73.44375,16.0630693,2,1
"291","10-03-2019","Laxmi Rawalnath","HS","Malvan",13.09,73.4395833333333,16.0630693,1,1
"292","10-03-2019","Somnia","HS","Nivati lighthouse",41.14,73.25625,15.9446644,0,0
"293","10-04-2018","Mauli","HS","Devbaugh",5.61,73.4604166666667,15.9684704,1,1
"294","10-04-2018","Mesth Rampan Sangh","HS","Devbaugh",3.74,73.46875,15.9684704,1,1
"295","10-11-2018","Bhagwati Prasad","HS","Malvan",20.57,73.3979166666667,16.0630693,1,1
"296","10-12-2018","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,0.289855072463768,1
"297","10-12-2018","Taraka","HS","Malvan",13.09,73.4395833333333,16.0630693,1,1
"298","11-04-2018","Prathamesh","HS","Devbaugh",9.35,73.4520833333333,15.9684704,1,1
"299","11-05-2018","Deepa Lakshmi","HS","Aachara",18.7,73.3895833333333,16.190837,2,1
"300","11-05-2018","Lakshmi","HS","Aachara",18.7,73.3895833333333,16.190837,1,1
"301","11-05-2019","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,1.33333333333333,4
"302","11-05-2019","Shravani","HS","Kochare",13.09,73.49375,15.9539606,1,1
"303","11-11-2018","Taraka","HS","Malvan",7.48,73.4520833333333,16.0630693,0.666666666666667,1
"304","11-12-2018","Aai Dirbai","HS","Kavada Rock",7.48,73.4395833333333,16.1012464,12,6
"305","11-12-2018","Bhadrakali","HS","Malvan",18.7,73.4104166666667,16.0630693,0.666666666666667,1
"306","11-12-2018","Harsh ","HS","Tarkarli",9.35,73.4354166666667,16.0370463,2,1
"307","11-12-2018","Jal Prabha 06","HS","Tarkarli",9.35,73.4354166666667,16.0370463,1,1
"308","12-03-2018","","HS","Malvan",13.09,73.4395833333333,16.0630693,2,1
"309","12-03-2018","Durgadevi","HS","Malvan",9.35,73.44375,16.0630693,2,1
"310","12-03-2018","Gajanth Laxmi","HS","Sarjekot",22.44,73.3770833333333,16.1313787,1.16666666666667,7
"311","12-03-2018","Krushnai 6","HS","Malvan",7.48,73.4520833333333,16.0630693,2,2
"312","12-03-2018","Samarth Ramdas","HS","Malvan",9.35,73.44375,16.0630693,2,1
"313","12-03-2018","Santosh","HS","Aachara",20.57,73.38125,16.190837,2,1
"314","12-03-2018","Taraka","HS","Malvan",13.09,73.4395833333333,16.0630693,1,1
"315","12-04-2018","Gajanth Laxmi","HS","Aachara",16.83,73.3979166666667,16.190837,4,11
"316","12-05-2019","Bhumikadevi","HS","Malvan",7.48,73.4520833333333,16.0630693,4,1
"317","12-05-2019","Mesth Rampan Sangh","HS","Malvan",5.61,73.4520833333333,16.0630693,0.25,1
"318","12-05-2019","Yashwanti","HS","Malvan",5.61,73.4520833333333,16.0630693,2,1
"319","12-11-2018","Taraka","HS","Malvan",13.09,73.4395833333333,16.0630693,1,1
"320","12-12-2018","Devki","HS","Malvan",29.92,73.3395833333333,16.0630693,0,0
"321","13-03-2018","Adishakti Rameshwar","HS","Malvan",9.35,73.44375,16.0630693,1.33333333333333,1
"322","13-03-2018","Jal ganga","HS","Malvan",9.35,73.44375,16.0630693,1,1
"323","13-03-2019","Vaishya Rani","HS","Malvan",18.7,73.4104166666667,16.0630693,2,1
"324","13-11-2018","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,0.333333333333333,1
"325","13-12-2018","Om Sai","HS","Juva Pankhol",18.7,73.40625,16.1120596,1.66666666666667,5
"326","14-03-2018","Pavnai","HS","Malvan",7.48,73.4520833333333,16.0630693,1,1
"327","14-11-2018","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,2.5,5
"328","14-11-2018","Om Sai","HS","Malvan",22.44,73.3854166666667,16.0630693,2.66666666666667,8
"329","14-12-2018","Herambh","HS","Kavada Rock",16.83,73.4145833333333,16.1012464,1,1
"330","14-12-2018","Sateri","HS","Kavada Rock",16.83,73.4145833333333,16.1012464,0.666666666666667,1
"331","15-02-2019","Kubal","HS","Malvan",9.35,73.44375,16.0630693,0.25,2
"332","15-02-2019","Laxmi Rawalnath","HS","Malvan",18.7,73.4104166666667,16.0630693,0,0
"333","15-03-2018","Digambar","HS","Malvan",9.35,73.44375,16.0630693,3.03030303030303,1
"334","15-03-2018","Krushnai 6","HS","Malvan",5.61,73.4520833333333,16.0630693,2,1
"335","15-03-2018","Laxmi Rawalnath","HS","Malvan",5.61,73.4520833333333,16.0630693,5.999999988,1
"336","15-03-2019","Laxmi Rawalnath","HS","Malvan",11.22,73.44375,16.0630693,2,1
"337","15-03-2019","Shree-Morjai Prasanna","HS","Malvan",9.35,73.44375,16.0630693,1,1
"338","15-11-2018","Om Sai","HS","Malvan",22.44,73.3854166666667,16.0630693,1.33333333333333,4
"339","15-12-2018","Bhagwati Prasanna","HS","Devbaugh",23.375,73.4104166666667,15.9684704,0,0
"340","16-03-2018","Bhadrakali","HS","Malvan",5.61,73.4520833333333,16.0630693,4,2
"341","16-03-2018","Suvarna Pari","HS","Malvan",12.155,73.4395833333333,16.0630693,1,1
"342","16-11-2018","Om Sai","HS","Juva Pankhol",22.44,73.3770833333333,16.1120596,6,15
"343","17-01-2019","Durva Shakti","HS","Malvan",22.44,73.3854166666667,16.0630693,1,1
"344","17-01-2019","Lakshmi","HS","Malvan",28.05,73.3520833333333,16.0630693,0,0
"345","17-03-2018","","HS","Malvan",9.35,73.44375,16.0630693,2,1
"346","17-03-2018","Ganesh Krupa","HS","Malvan",9.35,73.44375,16.0630693,2,1
"347","17-03-2018","Shree Moreshwar","HS","Malvan",9.35,73.44375,16.0630693,2,2
"348","17-11-2018","Chetana FB","HS","Malvan",11.22,73.44375,16.0630693,0.5,1
"349","17-12-2018","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,0.0833333333333333,1
"350","17-12-2018","Vetoba Prasanna","HS","Devbaugh",5.61,73.4604166666667,15.9684704,0.5,1
"351","18-02-2019","Laxmi Rawalnath","HS","Tarkarli",18.7,73.4229166666667,16.0370463,0.666666666666667,1
"352","18-10-2018","Wairy Ubhatwadi Beach Rampan Sangh","HS","Malvan",4.675,73.45625,16.0630693,0.25,1
"353","19-02-2019","Jai Malhar","HS","Tondavali",18.7,73.39375,16.1646075,2.22222222222222,1
"354","19-02-2019","Somnia","HS","Malvan",41.14,73.2520833333333,16.0630693,0,0
"355","19-02-2019","Vinzai Prasanna","HS","Juva Pankhol",41.14,73.2479166666667,16.1120596,0,0
"356","19-10-2018","Laxmi Narayan","HS","Malvan",18.7,73.4104166666667,16.0630693,0.5,1
"357","20-04-2018","Aai Dirbai","HS","Malvan",5.61,73.4520833333333,16.0630693,2,2
"358","20-10-2018","Kunal ","HS","Malvan",18.7,73.4104166666667,16.0630693,4,2
"359","20-10-2018","Shekhar Jadhav ","HS","Malvan",11.22,73.44375,16.0630693,2,1
"360","20-12-2018","Bhairavi Prasad","HS","Devbaugh",9.35,73.4520833333333,15.9684704,1,1
"361","22-03-2018","Om Namashivay 2","HS","Malvan",13.09,73.4395833333333,16.0630693,1.33333333333333,1
"362","23-03-2018","Jalawanti","HS","Malvan",28.05,73.3520833333333,16.0630693,1.5,3
"363","23-03-2018","Mesth Rampan Sangh","HS","Malvan",5.61,73.4520833333333,16.0630693,0.666666666666667,2
"364","23-10-2018","Laxmi Rawalnath","HS","Malvan",18.7,73.4104166666667,16.0630693,0,0
"365","23-11-2018","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,0.333333333333333,1
"366","24-02-2019","Devdarshan","HS","Malvan",18.7,73.4104166666667,16.0630693,0,0
"367","24-11-2018","Om Sai","HS","Akere-Nivati",22.44,73.4104166666667,15.9446644,1.2,3
"368","24-12-2018","Ganesh Krupa","HS","Talashil",28.05,73.30625,16.100039,0,0
"369","24-12-2018","Lakshmi","HS","Juva Pankhol",29.92,73.3395833333333,16.1120596,0,0
"370","24-12-2018","Mauli","HS","Malvan",29.92,73.3395833333333,16.0630693,0,0
"371","24-12-2018","Shiv Rajani","HS","Malvan",26.18,73.3645833333333,16.0630693,0,0
"372","24-12-2018","Sukhkarta","HS","Malvan",31.79,73.3354166666667,16.0630693,0,0
"373","24-12-2018","Vetoba Prasanna","HS","Aachara",31.79,73.2979166666667,16.190837,0,0
"374","25-02-2019","Laxmi Rawalnath","HS","Malvan",18.7,73.4104166666667,16.0630693,1,1
"375","25-04-2019","Bhadrakali","HS","Malvan",7.48,73.4520833333333,16.0630693,2,1
"376","25-11-2018","Reshmi 02","HS","Sindhudurg Fort",18.7,73.3354166666667,16.3492193,1,1
"377","25-12-2018","Dirbadevi Krupa","HS","Aachara",29.92,73.31875,16.190837,0,0
"378","25-12-2018","Ganesh Krupa","HS","Malvan",26.18,73.3645833333333,16.0630693,0,0
"379","25-12-2018","Mauli","HS","Malvan",29.92,73.3395833333333,16.0630693,0,0
"380","25-12-2018","Mesth Rampan Sangh","HS","Malvan",9.35,73.44375,16.0630693,0,0
"381","25-12-2018","Sateri","HS","Malvan",28.05,73.3520833333333,16.0630693,0,0
"382","25-12-2018","Vetoba Prasanna","HS","Malvan",28.05,73.3520833333333,16.0630693,0,0
"383","26-02-2019","Laxmi Rawalnath","HS","Tarkarli",7.48,73.46875,16.0370463,1,1
"384","26-04-2019","Somnia","HS","Kavada Rock",35.53,73.2854166666667,16.1012464,0,0
"385","26-04-2019","Sukhkarta","HS","Tarkarli",7.48,73.46875,16.0370463,1,2
"386","26-10-2018","Paavanadevi","HS","Malvan",18.7,73.4104166666667,16.0630693,1,1
"387","26-11-2018","Mesth Rampan Sangh","HS","Malvan",5.61,73.4520833333333,16.0630693,1,4
"388","26-11-2018","Narayan","HS","Malvan",5.61,73.4520833333333,16.0630693,1,3
"389","27-02-2019","Shanta Durga","HS","Tarkarli",18.7,73.4229166666667,16.0370463,0.4,1
"390","27-04-2019","Prathamesh","HS","Malvan",9.35,73.44375,16.0630693,1,1
"391","27-04-2019","Suyog","HS","Devbaugh",9.35,73.4520833333333,15.9684704,1,1
"392","27-11-2018","Bhavani prasad","HS","Malvan",22.44,73.3854166666667,16.0630693,1,1
"393","27-11-2018","Kalaki","HS","Tarkarli",9.35,73.4354166666667,16.0370463,1,1
"394","27-11-2018","Mesth Rampan Sangh","HS","Malvan",7.48,73.4520833333333,16.0630693,0.25,1
"395","28-02-2019","Dhanalaxmi","HS","Juva Pankhol",46.75,73.1770833333333,16.1120596,0,0
"396","28-02-2019","Laxmi Rawalnath","HS","Malvan",18.7,73.4104166666667,16.0630693,0.4,1
"397","28-04-2018","Durbankar","HS","Malvan",18.7,73.4104166666667,16.0630693,4,1
"398","28-04-2019","Raj laxmi","HS","Devbaugh",5.61,73.4604166666667,15.9684704,0.5,1
"399","28-04-2019","Sateri","HS","Malvan",18.7,73.4104166666667,16.0630693,4,1
"400","28-04-2019","Shravani","HS","Malvan",9.35,73.44375,16.0630693,4,1
"401","28-04-2019","Swamini","HS","Aachara",14.96,73.4020833333333,16.190837,1,1
"402","28-10-2018","Devikanandan","HS","Malvan",18.7,73.4104166666667,16.0630693,0.333333333333333,1
"403","28-10-2018","Durgadevi prasanna","HS","Malvan",4.675,73.45625,16.0630693,0.5,1
"404","28-10-2018","Taraka","HS","Tarkarli",14.96,73.4270833333333,16.0370463,2,1
"405","29-03-2018","Gajanth Laxmi","HS","Malvan",37.4,73.2770833333333,16.0630693,1.8,9
"406","29-03-2018","Pavnai Devi","HS","Malvan",8.415,73.4479166666667,16.0630693,1,1
"407","29-04-2019","Laxmi Narayan","HS","Malvan",9.35,73.44375,16.0630693,2,2
"408","29-04-2019","Mauli","HS","Malvan",9.35,73.44375,16.0630693,2,2
"409","29-10-2018","Deepa Lakshmi","HS","Kavada Rock",15.895,73.4229166666667,16.1012464,0,0
"410","29-10-2018","Ganesh Krupa","HS","Kavada Rock",14.96,73.4270833333333,16.1012464,2,1
"411","29-11-2018","Bhavani prasad","HS","Malvan",11.22,73.44375,16.0630693,1,1
"412","29-11-2018","Kalika","HS","Malvan",11.22,73.44375,16.0630693,4,2
"413","29-11-2018","Mesth Rampan Sangh","HS","Malvan",7.48,73.4520833333333,16.0630693,0.25,1
"414","30-04-2019","Dhanlaxmi","HS","Vengurla",24.31,73.46875,15.8514136,0.111111111111111,1
"415","30-04-2019","Mesth Rampan Sangh","HS","Malvan",5.61,73.4520833333333,16.0630693,0.5,1
"416","30-04-2019","Taraka","HS","Malvan",9.35,73.44375,16.0630693,1,1
"417","30-10-2018","Sukhkarta","HS","Malvan",15.895,73.43125,16.0630693,0.5,1
"418","30-10-2018","Taraka","HS","Malvan",8.415,73.4479166666667,16.0630693,0.5,1
"419","30-11-2018","Laxmi Prassad","HS","Malvan",22.44,73.3854166666667,16.0630693,0,0
"420","30-12-2018","Pandurang Prasad","HS","Malvan",31.79,73.3354166666667,16.0630693,0,0
"421","31-01-2019","Indrayani","HS","Malvan",18.7,73.4104166666667,16.0630693,0.5,1
"422","31-01-2019","Morjai","HS","Nivati lighthouse",33.66,73.3520833333333,15.9446644,1,1
"423","31-01-2019","Taramati","HS","Devbaugh",37.4,73.30625,15.9684704,1,1
"424","31-03-2018","","HS","Malvan",5.61,73.4520833333333,16.0630693,1,1
"425","31-03-2018","Gajanth Laxmi","HS","Aachara",18.7,73.3895833333333,16.190837,1.5,9
"426","31-10-2018","Katradevi","HS","Malvan",17.765,73.4270833333333,16.0630693,2,1
"427","31-12-2018","Dirba","HS","Malvan",18.7,73.4104166666667,16.0630693,0,0
"428","31-12-2018","Mesth Rampan Sangh","HS","Malvan",7.48,73.4520833333333,16.0630693,0,0
